year,entity,code,emissions
1906,International transport,,0
1906,Statistical differences,,0
1906,Argentina,ARG,6254448
1906,Australia,AUS,14359216
1906,Austria,AUT,33536592
1906,Belgium,BEL,57495488
1906,Brazil,BRA,3206000
1906,Bulgaria,BGR,315104
1906,Canada,CAN,37387456
1906,Chile,CHL,2440224
1906,Czechoslovakia,OWID_CZS,52186352
1906,Denmark,DNK,6543904
1906,Finland,FIN,615552
1906,France,FRA,136568272
1906,Germany,DEU,361937248
1906,Greece,GRC,260144
1906,Hungary,HUN,10163936
1906,Indonesia,IDN,4451760
1906,Iran,IRN,3664
1906,Italy,ITA,21089984
1906,Japan,JPN,32855088
1906,Malaysia,MYS,36640
1906,Mexico,MEX,1919936
1906,Netherlands,NLD,18056192
1906,New Zealand,NZL,3861856
1906,Norway,NOR,4224592
1906,Peru,PER,428688
1906,Poland,POL,78691728
1906,Portugal,PRT,2898224
1906,Romania,ROU,3598048
1906,South Africa,ZAF,11464656
1906,Spain,ESP,13860912
1906,Sweden,SWE,11292448
1906,Switzerland,CHE,6895648
1906,Taiwan,TWN,274800
1906,Turkey,TUR,1579184
1906,United Kingdom,GBR,453350384
1906,Vietnam,VNM,835392
1906,World,OWID_WRL,2550865808
1906,Zimbabwe,ZWE,252816
1907,EU-28,,1342764400
1907,Europe (other),,161446832
1907,United States,USA,1201802992
1907,Americas (other),,61936256
1907,Middle East,,1879632
1907,Africa,,12930256
1907,India,IND,23816000
1907,China,CHN,16839744
1907,Asia and Pacific (other),,61229104
1907,International transport,,0
1907,Statistical differences,,0
1907,Argentina,ARG,6254448
1907,Australia,AUS,15476736
1907,Austria,AUT,42117680
1907,Belgium,BEL,58323552
1907,Brazil,BRA,3451488
1907,Bulgaria,BGR,454336
1907,Canada,CAN,46990800
1907,Chile,CHL,2180080
1907,Czechoslovakia,OWID_CZS,54846416
1907,Denmark,DNK,5833088
1907,Finland,FIN,886688
1907,France,FRA,145596368
1907,Germany,DEU,442182512
1907,Greece,GRC,428688
1907,Hungary,HUN,10204240
1907,Indonesia,IDN,5294480
1907,Iran,IRN,0
1907,Italy,ITA,22808400
1907,Japan,JPN,35071808
1907,Malaysia,MYS,87936
1907,Mexico,MEX,2264352
1907,Netherlands,NLD,18576480
1907,New Zealand,NZL,4085360
1907,Norway,NOR,4781520
1907,Peru,PER,798752
1907,Philippines,PHL,7328
1907,Poland,POL,87195872
1907,Portugal,PRT,3162032
1907,Romania,ROU,4558016
1907,South Africa,ZAF,12651792
1907,Spain,ESP,14095408
1907,Sweden,SWE,12772704
1907,Switzerland,CHE,7998512
1907,Taiwan,TWN,359072
1907,Turkey,TUR,1879632
1907,United Kingdom,GBR,473568336
1907,Vietnam,VNM,850048
1907,World,OWID_WRL,2884659872
1907,Zimbabwe,ZWE,278464
1908,EU-28,,1364015600
1908,Europe (other),,164066592
1908,United States,USA,1050974432
1908,Americas (other),,66065584
1908,Middle East,,1722080
1908,Africa,,13402912
1908,India,IND,27249168
1908,China,CHN,22731456
1908,Asia and Pacific (other),,65468352
1908,International transport,,0
1908,Statistical differences,,0
1908,Argentina,ARG,7617456
1908,Australia,AUS,16755472
1908,Austria,AUT,58942768
1908,Belgium,BEL,57847232
1908,Brazil,BRA,3594384
1908,Bulgaria,BGR,597232
1908,Canada,CAN,47408496
1908,Chile,CHL,2458544
1908,Czechoslovakia,OWID_CZS,55857680
1908,Denmark,DNK,7236400
1908,Finland,FIN,1406976
1908,France,FRA,146713888
1908,Germany,DEU,446641600
1908,Greece,GRC,729136
1908,Hungary,HUN,10772160
1908,Indonesia,IDN,5492336
1908,Iran,IRN,0
1908,Italy,ITA,23262736
1908,Japan,JPN,37632944
1908,Malaysia,MYS,91600
1908,Mexico,MEX,3770256
1908,Netherlands,NLD,18920896
1908,New Zealand,NZL,4151312
1908,Norway,NOR,5715840
1908,Peru,PER,1212784
1908,Philippines,PHL,18320
1908,Poland,POL,93021632
1908,Portugal,PRT,3143712
1908,Romania,ROU,4385808
1908,South Africa,ZAF,13007200
1908,Spain,ESP,14784240
1908,Sweden,SWE,13644736
1908,Switzerland,CHE,8005840
1908,Taiwan,TWN,410368
1908,Trinidad and Tobago,TTO,0
1908,Turkey,TUR,1722080
1908,United Kingdom,GBR,461964448
1908,Venezuela,VEN,3664
1908,Vietnam,VNM,919664
1908,World,OWID_WRL,2775703504
1908,Zimbabwe,ZWE,395712
1909,EU-28,,1360926848
1909,Europe (other),,169045968
1909,United States,USA,1163352976
1909,Americas (other),,62511504
1909,Middle East,,1956576
1909,Africa,,15385136
1909,India,IND,26318512
1909,China,CHN,20837168
1909,Asia and Pacific (other),,64944400
1909,International transport,,0
1909,Statistical differences,,0
1909,Argentina,ARG,5935680
1909,Australia,AUS,14553408
1909,Austria,AUT,42168976
1909,Belgium,BEL,57762960
1909,Brazil,BRA,3609040
1909,Bulgaria,BGR,604560
1909,Canada,CAN,45385968
1909,Chile,CHL,2352288
1909,Czechoslovakia,OWID_CZS,55516928
1909,Denmark,DNK,8005840
1909,Finland,FIN,1282400
1909,France,FRA,150095760
1909,Germany,DEU,445571712
1909,Greece,GRC,560592
1909,Hungary,HUN,11853040
1909,Indonesia,IDN,5986976
1909,Iran,IRN,0
1909,Italy,ITA,25702960
1909,Japan,JPN,38255824
1909,Malaysia,MYS,168544
1909,Mexico,MEX,3693312
1909,Netherlands,NLD,19917504
1909,New Zealand,NZL,4264896
1909,Norway,NOR,5763472
1909,Peru,PER,1509568
1909,Philippines,PHL,54960
1909,Poland,POL,95535136
1909,Portugal,PRT,3195008
1909,Romania,ROU,4858464
1909,South Africa,ZAF,14974768
1909,Spain,ESP,15165296
1909,Sweden,SWE,12560192
1909,Switzerland,CHE,8068128
1909,Taiwan,TWN,487312
1909,Trinidad and Tobago,TTO,25648
1909,Turkey,TUR,1956576
1909,United Kingdom,GBR,466086448
1909,Vietnam,VNM,1018592
1909,World,OWID_WRL,2885293744
1909,Zimbabwe,ZWE,410368
1910,EU-28,,1383240608
1910,Europe (other),,166462848
1910,United States,USA,1269227920
1910,Americas (other),,73085808
1910,Middle East,,1883296
1910,Africa,,17411328
1910,India,IND,25695632
1910,China,CHN,18748688
1910,Asia and Pacific (other),,70257200
1910,International transport,,0
1910,Statistical differences,,0
1910,Argentina,ARG,8907184
1910,Australia,AUS,17436976
1910,Austria,AUT,57517472
1910,Belgium,BEL,61287728
1910,Brazil,BRA,4198944
1910,Bulgaria,BGR,633872
1910,Canada,CAN,51622096
1910,Chile,CHL,2810288
1910,Czechoslovakia,OWID_CZS,54938016
1910,Denmark,DNK,7349984
1910,Finland,FIN,1062560
1910,France,FRA,150612384
1910,Germany,DEU,445366528
1910,Greece,GRC,718144
1910,Hungary,HUN,11677168
1910,Indonesia,IDN,6111552
1910,Iran,IRN,0
1910,Ireland,IRL,216176
1910,Italy,ITA,25735936
1910,Japan,JPN,39384336
1910,Malaysia,MYS,234496
1910,Mexico,MEX,4154976
1910,Netherlands,NLD,20833504
1910,New Zealand,NZL,4902432
1910,Norway,NOR,5939344
1910,Peru,PER,1330032
1910,Philippines,PHL,51296
1910,Poland,POL,94545856
1910,Portugal,PRT,3249968
1910,Romania,ROU,4818160
1910,South Africa,ZAF,16978976
1910,Spain,ESP,14894160
1910,Sweden,SWE,12988880
1910,Switzerland,CHE,7789664
1910,Taiwan,TWN,615552
1910,Trinidad and Tobago,TTO,65952
1910,Turkey,TUR,1883296
1910,United Kingdom,GBR,469732128
1910,Vietnam,VNM,1322704
1910,World,OWID_WRL,3026016992
1910,Zimbabwe,ZWE,432352
1911,EU-28,,1414032864
1911,Europe (other),,171775648
1911,United States,USA,1256385600
1911,Americas (other),,87957984
1911,Middle East,,2363280
1911,Africa,,16865392
1911,India,IND,27113600
1911,China,CHN,27846400
1911,Asia and Pacific (other),,76889040
1911,International transport,,0
1911,Statistical differences,,0
1911,Argentina,ARG,9944096
1911,Australia,AUS,19239664
1911,Austria,AUT,48038704
1911,Belgium,BEL,61687104
1911,Brazil,BRA,4605648
1911,Bulgaria,BGR,897680
1911,Canada,CAN,60269136
1911,Chile,CHL,3107072
1911,Czechoslovakia,OWID_CZS,55634176
1911,Denmark,DNK,7829968
1911,Egypt,EGY,10992
1911,Finland,FIN,1315376
1911,France,FRA,156907136
1911,Germany,DEU,458586240
1911,Greece,GRC,905008
1911,Hungary,HUN,11995936
1911,Indonesia,IDN,6727104
1911,Iran,IRN,135568
1911,Italy,ITA,26538352
1911,Japan,JPN,44209824
1911,Malaysia,MYS,0
1911,Mexico,MEX,8401552
1911,Netherlands,NLD,22079264
1911,New Zealand,NZL,4609312
1911,Norway,NOR,6078576
1911,Peru,PER,1505904
1911,Philippines,PHL,36640
1911,Poland,POL,99602176
1911,Portugal,PRT,3143712
1911,Romania,ROU,5774464
1911,South Africa,ZAF,16341440
1911,Spain,ESP,14729280
1911,Sweden,SWE,12651792
1911,Switzerland,CHE,8610400
1911,Taiwan,TWN,677840
1911,Trinidad and Tobago,TTO,124576
1911,Turkey,TUR,2227712
1911,United Kingdom,GBR,481350672
1911,Vietnam,VNM,1157824
1911,World,OWID_WRL,3081237136
1911,Zimbabwe,ZWE,512960
1912,EU-28,,1455644912
1912,Europe (other),,189604672
1912,United States,USA,1341210864
1912,Americas (other),,96092064
1912,Middle East,,2249696
1912,Africa,,17953600
1912,India,IND,31217280
1912,China,CHN,9786544
1912,Asia and Pacific (other),,82963952
1912,International transport,,0
1912,Statistical differences,,0
1912,Argentina,ARG,9478768
1912,Australia,AUS,20785872
1912,Austria,AUT,49940320
1912,Belgium,BEL,64775856
1912,Brazil,BRA,5591264
1912,Bulgaria,BGR,897680
1912,Canada,CAN,67271040
1912,Chile,CHL,3462480
1912,Czechoslovakia,OWID_CZS,59195584
1912,Denmark,DNK,9284576
1912,Egypt,EGY,84272
1912,Finland,FIN,1483920
1912,France,FRA,158577920
1912,Germany,DEU,499121072
1912,Hungary,HUN,12303712
1912,Indonesia,IDN,5840416
1912,Iran,IRN,252816
1912,Italy,ITA,27850064
1912,Japan,JPN,49280800
1912,Malaysia,MYS,18320
1912,Mexico,MEX,8632384
1912,Netherlands,NLD,24922528
1912,New Zealand,NZL,4862128
1912,Norway,NOR,6877328
1912,Peru,PER,1458272
1912,Philippines,PHL,3664
1912,Poland,POL,110934928
1912,Portugal,PRT,3653008
1912,Romania,ROU,6012624
1912,South Africa,ZAF,17349040
1912,Spain,ESP,15982368
1912,Sweden,SWE,14018464
1912,Switzerland,CHE,8760624
1912,Taiwan,TWN,740128
1912,Trinidad and Tobago,TTO,197856
1912,Turkey,TUR,1996880
1912,United Kingdom,GBR,455885872
1912,Vietnam,VNM,1139504
1912,World,OWID_WRL,3226719920
1912,Zimbabwe,ZWE,520288
1913,EU-28,,1576472640
1913,Europe (other),,205282928
1913,United States,USA,1440113216
1913,Americas (other),,112371216
1913,Middle East,,2890896
1913,Africa,,19606064
1913,India,IND,34437936
1913,China,CHN,10757504
1913,Asia and Pacific (other),,89430912
1913,International transport,,0
1913,Statistical differences,,0
1913,Argentina,ARG,10145616
1913,Australia,AUS,22390704
1913,Austria,AUT,59627936
1913,Belgium,BEL,68014832
1913,Brazil,BRA,6034608
1913,Bulgaria,BGR,787760
1913,Canada,CAN,79281632
1913,Chile,CHL,3356224
1913,Czechoslovakia,OWID_CZS,61917936
1913,Denmark,DNK,9526400
1913,Egypt,EGY,40304
1913,Finland,FIN,1663456
1913,France,FRA,171112464
1913,Germany,DEU,535083232
1913,Greece,GRC,1337360
1913,Hungary,HUN,13025520
1913,Indonesia,IDN,5899040
1913,Iran,IRN,853712
1913,Ireland,IRL,223504
1913,Italy,ITA,29964192
1913,Japan,JPN,54315136
1913,Malaysia,MYS,62288
1913,Mexico,MEX,11743120
1913,Netherlands,NLD,27549616
1913,New Zealand,NZL,4213600
1913,Norway,NOR,6917632
1913,Peru,PER,1571856
1913,Philippines,PHL,7328
1913,Poland,POL,116207424
1913,Portugal,PRT,3858192
1913,Romania,ROU,6990912
1913,South Africa,ZAF,18983184
1913,Spain,ESP,17418656
1913,Sweden,SWE,15758864
1913,Switzerland,CHE,9251600
1913,Taiwan,TWN,853712
1913,Trinidad and Tobago,TTO,223504
1913,Turkey,TUR,2037184
1913,United Kingdom,GBR,498322320
1913,Venezuela,VEN,14656
1913,Vietnam,VNM,1352016
1913,World,OWID_WRL,3491363312
1913,Zimbabwe,ZWE,582576
1914,EU-28,,1403733360
1914,Europe (other),,183610368
1914,United States,USA,1315698432
1914,Americas (other),,96011456
1914,Middle East,,2835936
1914,Africa,,19551104
1914,India,IND,34716400
1914,China,CHN,15106672
1914,Asia and Pacific (other),,96799216
1914,International transport,,0
1914,Statistical differences,,0
1914,Argentina,ARG,8672688
1914,Australia,AUS,24479184
1914,Austria,AUT,48833792
1914,Belgium,BEL,40575136
1914,Brazil,BRA,4107344
1914,Bulgaria,BGR,1183472
1914,Canada,CAN,68381232
1914,Chile,CHL,2843264
1914,Czechoslovakia,OWID_CZS,56447584
1914,Denmark,DNK,9764560
1914,Egypt,EGY,307776
1914,Finland,FIN,688832
1914,France,FRA,118350864
1914,Germany,DEU,497926608
1914,Greece,GRC,10992
1914,Hungary,HUN,11592896
1914,Indonesia,IDN,6016288
1914,Iran,IRN,1172480
1914,Ireland,IRL,249152
1914,Italy,ITA,27238176
1914,Japan,JPN,58015776
1914,Malaysia,MYS,146560
1914,Mexico,MEX,10141952
1914,Netherlands,NLD,25823872
1914,New Zealand,NZL,5081968
1914,Norway,NOR,7709056
1914,Peru,PER,1542544
1914,Philippines,PHL,18320
1914,Poland,POL,97004400
1914,Portugal,PRT,3374544
1914,Romania,ROU,5785456
1914,South Africa,ZAF,18400608
1914,Spain,ESP,17301408
1914,Sweden,SWE,14846528
1914,Switzerland,CHE,8427200
1914,Taiwan,TWN,919664
1914,Trinidad and Tobago,TTO,289456
1914,Turkey,TUR,1663456
1914,United Kingdom,GBR,483182672
1914,Venezuela,VEN,29312
1914,Vietnam,VNM,1645136
1914,World,OWID_WRL,3168077600
1914,Zimbabwe,ZWE,842720
1915,EU-28,,1329823152
1915,Europe (other),,175615520
1915,United States,USA,1365268688
1915,Americas (other),,90848880
1915,Middle East,,2436560
1915,Africa,,19606064
1915,India,IND,36277264
1915,China,CHN,16088624
1915,Asia and Pacific (other),,89178096
1915,International transport,,0
1915,Statistical differences,,0
1915,Argentina,ARG,6939616
1915,Australia,AUS,21793472
1915,Austria,AUT,34899600
1915,Belgium,BEL,34419616
1915,Brazil,BRA,3143712
1915,Bulgaria,BGR,762112
1915,Canada,CAN,61115520
1915,Chile,CHL,3066768
1915,Czechoslovakia,OWID_CZS,56323008
1915,Denmark,DNK,10453392
1915,Egypt,EGY,91600
1915,Finland,FIN,106256
1915,France,FRA,103233200
1915,Germany,DEU,462906096
1915,Greece,GRC,21984
1915,Hungary,HUN,11765104
1915,Indonesia,IDN,6030944
1915,Iran,IRN,1403312
1915,Ireland,IRL,227168
1915,Italy,ITA,23779360
1915,Japan,JPN,52842208
1915,Malaysia,MYS,205184
1915,Mexico,MEX,14315248
1915,Netherlands,NLD,24534144
1915,New Zealand,NZL,4931744
1915,Nigeria,NGA,18320
1915,Norway,NOR,8449184
1915,Peru,PER,1886960
1915,Philippines,PHL,54960
1915,Poland,POL,94743712
1915,Portugal,PRT,3085088
1915,Romania,ROU,5144256
1915,South Africa,ZAF,18510528
1915,Spain,ESP,15311856
1915,Sweden,SWE,14949120
1915,Switzerland,CHE,8925504
1915,Taiwan,TWN,1014928
1915,Trinidad and Tobago,TTO,333424
1915,Turkey,TUR,1036912
1915,United Kingdom,GBR,489481088
1915,Venezuela,VEN,51296
1915,Vietnam,VNM,1707424
1915,World,OWID_WRL,3125157504
1915,Zimbabwe,ZWE,985616
1916,EU-28,,1389040720
1916,Europe (other),,184944064
1916,United States,USA,1516258464
1916,Americas (other),,107673968
1916,Middle East,,2517168
1916,Africa,,23251744
1916,India,IND,36680304
1916,China,CHN,17964592
1916,Asia and Pacific (other),,93988928
1916,International transport,,0
1916,Statistical differences,,0
1916,Algeria,DZA,3664
1916,Argentina,ARG,4986704
1916,Australia,AUS,19272640
1916,Austria,AUT,8031488
1916,Belgium,BEL,45792672
1916,Brazil,BRA,2879904
1916,Bulgaria,BGR,923328
1916,Canada,CAN,76456688
1916,Chile,CHL,3707968
1916,Czechoslovakia,OWID_CZS,59946704
1916,Denmark,DNK,10215232
1916,Egypt,EGY,179536
1916,Finland,FIN,179536
1916,France,FRA,109689168
1916,Germany,DEU,500696592
1916,Greece,GRC,65952
1916,Hungary,HUN,11834720
1916,Indonesia,IDN,6763744
1916,Iran,IRN,2007872
1916,Ireland,IRL,241824
1916,Italy,ITA,23511888
1916,Japan,JPN,58598352
1916,Malaysia,MYS,549600
1916,Mexico,MEX,17184160
1916,Netherlands,NLD,22398032
1916,New Zealand,NZL,5038000
1916,Nigeria,NGA,65952
1916,Norway,NOR,7895920
1916,Peru,PER,1963904
1916,Philippines,PHL,51296
1916,Poland,POL,108776832
1916,Portugal,PRT,2989824
1916,Romania,ROU,2997152
1916,South Africa,ZAF,21811792
1916,Spain,ESP,17865664
1916,Sweden,SWE,15758864
1916,Switzerland,CHE,8482160
1916,Taiwan,TWN,1384992
1916,Trinidad and Tobago,TTO,414032
1916,Tunisia,TUN,10992
1916,Turkey,TUR,512960
1916,United Kingdom,GBR,507071952
1916,Venezuela,VEN,80608
1916,Vietnam,VNM,1817344
1916,World,OWID_WRL,3372323616
1916,Zimbabwe,ZWE,1183472
1917,EU-28,,1380254448
1917,Europe (other),,165942560
1917,United States,USA,1668468352
1917,Americas (other),,122765984
1917,Middle East,,3191344
1917,Africa,,25343888
1917,India,IND,38358416
1917,China,CHN,19851552
1917,Asia and Pacific (other),,104189504
1917,International transport,,0
1917,Statistical differences,,0
1917,Algeria,DZA,7328
1917,Argentina,ARG,2231376
1917,Australia,AUS,20760224
1917,Austria,AUT,3451488
1917,Belgium,BEL,36247952
1917,Brazil,BRA,2498848
1917,Bulgaria,BGR,1139504
1917,Canada,CAN,85242960
1917,Chile,CHL,4026736
1917,Czechoslovakia,OWID_CZS,56370640
1917,Denmark,DNK,7434256
1917,Ecuador,ECU,25648
1917,Egypt,EGY,421360
1917,Finland,FIN,120912
1917,France,FRA,121604496
1917,Germany,DEU,524578544
1917,Greece,GRC,91600
1917,Hungary,HUN,11717472
1917,Indonesia,IDN,7137472
1917,Iran,IRN,2799296
1917,Ireland,IRL,256480
1917,Italy,ITA,16121600
1917,Japan,JPN,67483552
1917,Malaysia,MYS,652192
1917,Mexico,MEX,26131648
1917,Netherlands,NLD,8654368
1917,New Zealand,NZL,4616640
1917,Nigeria,NGA,223504
1917,Norway,NOR,3495456
1917,Peru,PER,2004208
1917,Philippines,PHL,10992
1917,Poland,POL,120882688
1917,Portugal,PRT,1656128
1917,Romania,ROU,2513504
1917,South Africa,ZAF,23339680
1917,Spain,ESP,15850464
1917,Sweden,SWE,6763744
1917,Switzerland,CHE,6107888
1917,Taiwan,TWN,1799024
1917,Trinidad and Tobago,TTO,527616
1917,Tunisia,TUN,29312
1917,Turkey,TUR,392048
1917,United Kingdom,GBR,501169248
1917,Venezuela,VEN,80608
1917,Vietnam,VNM,1736736
1917,World,OWID_WRL,3528377040
1917,Zimbabwe,ZWE,1322704
1918,EU-28,,1301027776
1918,Europe (other),,98121920
1918,United States,USA,1745584560
1918,Americas (other),,131922320
1918,Middle East,,3905824
1918,Africa,,24728336
1918,India,IND,43158256
1918,China,CHN,21042352
1918,Asia and Pacific (other),,111191408
1918,International transport,,0
1918,Statistical differences,,0
1918,Algeria,DZA,18320
1918,Argentina,ARG,2520832
1918,Australia,AUS,22940304
1918,Austria,AUT,3337904
1918,Belgium,BEL,33723456
1918,Brazil,BRA,2322976
1918,Bulgaria,BGR,1421632
1918,Canada,CAN,89518848
1918,Chile,CHL,3968112
1918,Czechoslovakia,OWID_CZS,48060688
1918,Denmark,DNK,8676352
1918,Ecuador,ECU,25648
1918,Egypt,EGY,864704
1918,Finland,FIN,73280
1918,France,FRA,108450736
1918,Germany,DEU,503422608
1918,Greece,GRC,124576
1918,Hungary,HUN,10651248
1918,Indonesia,IDN,7130144
1918,Iran,IRN,3447824
1918,Ireland,IRL,245488
1918,Italy,ITA,18979520
1918,Japan,JPN,71543264
1918,Malaysia,MYS,670512
1918,Mexico,MEX,30642032
1918,Netherlands,NLD,14527760
1918,New Zealand,NZL,4543360
1918,Nigeria,NGA,399376
1918,Norway,NOR,4451760
1918,Peru,PER,1945584
1918,Philippines,PHL,29312
1918,Poland,POL,101525776
1918,Portugal,PRT,1095536
1918,Romania,ROU,3187680
1918,South Africa,ZAF,22222160
1918,Spain,ESP,16733488
1918,Sweden,SWE,8002176
1918,Switzerland,CHE,5745152
1918,Taiwan,TWN,2143440
1918,Trinidad and Tobago,TTO,769440
1918,Tunisia,TUN,40304
1918,Turkey,TUR,458000
1918,United Kingdom,GBR,466848560
1918,Venezuela,VEN,216176
1918,Vietnam,VNM,1689104
1918,World,OWID_WRL,3480686416
1918,Zimbabwe,ZWE,1179808
1919,EU-28,,1095755840
1919,Europe (other),,92343792
1919,United States,USA,1476951072
1919,Americas (other),,130727856
1919,Middle East,,5257840
1919,Africa,,25446480
1919,India,IND,47122704
1919,China,CHN,24255680
1919,Asia and Pacific (other),,118794208
1919,International transport,,0
1919,Statistical differences,,0
1919,Algeria,DZA,18320
1919,Argentina,ARG,3726288
1919,Australia,AUS,21738512
1919,Austria,AUT,3015472
1919,Belgium,BEL,44869344
1919,Brazil,BRA,3070432
1919,Bulgaria,BGR,835392
1919,Canada,CAN,76090288
1919,Chile,CHL,3883840
1919,Czechoslovakia,OWID_CZS,45404288
1919,Denmark,DNK,8236672
1919,Ecuador,ECU,25648
1919,Egypt,EGY,688832
1919,Finland,FIN,238160
1919,France,FRA,116141472
1919,Germany,DEU,387427696
1919,Greece,GRC,106256
1919,Hungary,HUN,4755872
1919,Indonesia,IDN,7635776
1919,Iran,IRN,4319856
1919,Ireland,IRL,249152
1919,Italy,ITA,18609456
1919,Japan,JPN,79193696
1919,Malaysia,MYS,769440
1919,Mexico,MEX,41084432
1919,Netherlands,NLD,21980336
1919,New Zealand,NZL,4129328
1919,Nigeria,NGA,370064
1919,Norway,NOR,5290816
1919,Peru,PER,1982224
1919,Philippines,PHL,58624
1919,Poland,POL,2729680
1919,Portugal,PRT,2158096
1919,Romania,ROU,4664272
1919,South Africa,ZAF,23138160
1919,Spain,ESP,15927408
1919,Sweden,SWE,7679744
1919,Switzerland,CHE,4605648
1919,Taiwan,TWN,2909216
1919,Trinidad and Tobago,TTO,648528
1919,Turkey,TUR,937984
1919,United Kingdom,GBR,456131360
1919,Venezuela,VEN,212512
1919,Vietnam,VNM,1766048
1919,World,OWID_WRL,3016640816
1919,Zimbabwe,ZWE,1227440
1920,EU-28,,1284272304
1920,Europe (other),,92581952
1920,United States,USA,1735889616
1920,Americas (other),,176330000
1920,Middle East,,6837024
1920,Africa,,28051584
1920,India,IND,38160560
1920,China,CHN,26769184
1920,Asia and Pacific (other),,118713600
1920,International transport,,0
1920,Statistical differences,,0
1920,Algeria,DZA,21984
1920,Argentina,ARG,5891712
1920,Australia,AUS,25732272
1920,Austria,AUT,14527760
1920,Belgium,BEL,55154192
1920,Brazil,BRA,3645680
1920,Bulgaria,BGR,1099200
1920,Canada,CAN,84378256
1920,Chile,CHL,2780976
1920,Czechoslovakia,OWID_CZS,45030560
1920,Democratic Republic of Congo,COD,3664
1920,Denmark,DNK,7192432
1920,Ecuador,ECU,25648
1920,Egypt,EGY,454336
1920,Finland,FIN,274800
1920,France,FRA,151777536
1920,Germany,DEU,429208288
1920,Greece,GRC,677840
1920,Hungary,HUN,5587600
1920,Indonesia,IDN,8262320
1920,Iran,IRN,5437376
1920,Ireland,IRL,293120
1920,Italy,ITA,17869328
1920,Japan,JPN,74280272
1920,Malaysia,MYS,1110192
1920,Mexico,MEX,76236848
1920,Netherlands,NLD,22170864
1920,New Zealand,NZL,3557744
1920,Nigeria,NGA,487312
1920,Norway,NOR,5301808
1920,Peru,PER,2147104
1920,Philippines,PHL,102592
1920,Poland,POL,76379744
1920,Portugal,PRT,2103136
1920,Romania,ROU,5485008
1920,South Africa,ZAF,25666320
1920,Spain,ESP,14055104
1920,Sweden,SWE,10402096
1920,Switzerland,CHE,7232736
1920,Taiwan,TWN,3044784
1920,Trinidad and Tobago,TTO,868368
1920,Tunisia,TUN,29312
1920,Turkey,TUR,1403312
1920,United Kingdom,GBR,470014256
1920,Venezuela,VEN,150224
1920,Vietnam,VNM,1857648
1920,World,OWID_WRL,3507613152
1920,Zimbabwe,ZWE,1388656
1921,EU-28,,1168412960
1921,Europe (other),,88991232
1921,United States,USA,1421972752
1921,Americas (other),,186204480
1921,Middle East,,8097440
1921,Africa,,27985632
1921,India,IND,41044128
1921,China,CHN,25288928
1921,Asia and Pacific (other),,109722144
1921,International transport,,0
1921,Statistical differences,,0
1921,Algeria,DZA,25648
1921,Argentina,ARG,5539968
1921,Australia,AUS,23152816
1921,Austria,AUT,19338592
1921,Belgium,BEL,50533888
1921,Brazil,BRA,2890896
1921,Bulgaria,BGR,1366672
1921,Canada,CAN,80483424
1921,Chile,CHL,3334240
1921,Colombia,COL,29312
1921,Czechoslovakia,OWID_CZS,43246192
1921,Democratic Republic of Congo,COD,7328
1921,Denmark,DNK,6793056
1921,Ecuador,ECU,25648
1921,Egypt,EGY,560592
1921,Finland,FIN,282128
1921,France,FRA,137909296
1921,Germany,DEU,473179952
1921,Greece,GRC,743792
1921,Hungary,HUN,9236944
1921,Indonesia,IDN,8756960
1921,Iran,IRN,7254720
1921,Ireland,IRL,238160
1921,Italy,ITA,21881408
1921,Japan,JPN,66809376
1921,Malaysia,MYS,1414304
1921,Mexico,MEX,90288288
1921,Netherlands,NLD,23233424
1921,New Zealand,NZL,3499120
1921,Nigeria,NGA,571584
1921,Norway,NOR,3374544
1921,Peru,PER,2447552
1921,Philippines,PHL,69616
1921,Poland,POL,74947120
1921,Portugal,PRT,2147104
1921,Romania,ROU,5917360
1921,South Africa,ZAF,25413504
1921,Spain,ESP,14846528
1921,Sweden,SWE,6012624
1921,Switzerland,CHE,4466416
1921,Taiwan,TWN,2755328
1921,Trinidad and Tobago,TTO,1000272
1921,Tunisia,TUN,21984
1921,Turkey,TUR,842720
1921,United Kingdom,GBR,319804912
1921,Venezuela,VEN,161216
1921,Vietnam,VNM,2443888
1921,World,OWID_WRL,3077712368
1921,Zimbabwe,ZWE,1384992
1922,EU-28,,1304618496
1922,Europe (other),,98429696
1922,United States,USA,1433327488
1922,Americas (other),,172900496
1922,Middle East,,10237216
1922,Africa,,23973552
1922,India,IND,40388272
1922,China,CHN,26633616
1922,Asia and Pacific (other),,116757024
1922,International transport,,0
1922,Statistical differences,,0
1922,Algeria,DZA,25648
1922,Argentina,ARG,7298688
1922,Australia,AUS,24343616
1922,Austria,AUT,18587472
1922,Belgium,BEL,55908976
1922,Brazil,BRA,3781248
1922,Bulgaria,BGR,1509568
1922,Canada,CAN,69209296
1922,Chile,CHL,2755328
1922,Colombia,COL,142896
1922,Czechoslovakia,OWID_CZS,38596576
1922,Democratic Republic of Congo,COD,80608
1922,Denmark,DNK,9650976
1922,Ecuador,ECU,25648
1922,Egypt,EGY,531280
1922,Finland,FIN,710816
1922,France,FRA,163150592
1922,Germany,DEU,455460848
1922,Greece,GRC,677840
1922,Hungary,HUN,11010320
1922,Indonesia,IDN,8298960
1922,Iran,IRN,9225952
1922,Italy,ITA,25699296
1922,Japan,JPN,71429680
1922,Malaysia,MYS,2004208
1922,Mexico,MEX,85550736
1922,Netherlands,NLD,27271152
1922,New Zealand,NZL,3561408
1922,Nigeria,NGA,304112
